number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
9479,Автобус,Остановка,"ШОССЕ РЕВОЛЮЦИИ,88 [153, 102, 103]<","ШОССЕ РЕВОЛЮЦИИ,88","Революции ш., Индустриальный пр.","28,37,102,103,153, К-102,К-284,К-530 ","59.962629,30.462769"
9480,Автобус,Остановка,"ШОССЕ РЕВОЛЮЦИИ,УГ. ИНДУСТРИАЛЬНОГО ПР. [174]","ШОССЕ РЕВОЛЮЦИИ,УГ. ИНДУСТРИАЛЬНОГО ПР.","Индустриальный пр., Революции ш.","19,153,174, 15,К-28к,102,К-137,138,К-163,164,К-264 ","59.961666,30.460475"
9481,Автобус,Остановка,"ШОССЕ РЕВОЛЮЦИИ,УГ. ИНДУСТРИАЛЬНОГО ПР. [174]<","ШОССЕ РЕВОЛЮЦИИ,УГ. ИНДУСТРИАЛЬНОГО ПР.","Революции ш., Индустриальный пр.",19,"59.961992,30.459275"
9482,Автобус,Остановка,ШПАЛЕРНАЯ УЛ. УГ. ПОТЁМКИНСКОЙ УЛ. [136],ШПАЛЕРНАЯ УЛ. УГ. ПОТЁМКИНСКОЙ УЛ.,"Шпалерная ул., Потемкинская ул.","46,136, 22,46Б,К-76,105 ","59.948725,30.369174"
9483,Автобус,Остановка,ШПАЛЕРНАЯ УЛ. УГ. ПОТЁМКИНСКОЙ УЛ. [136]<,ШПАЛЕРНАЯ УЛ. УГ. ПОТЁМКИНСКОЙ УЛ.,"Потемкинская ул., Шпалерная ул.",136,"59.948537,30.367815"
9484,Автобус,Остановка,ШПАЛЕРНАЯ УЛ. УГ. ТАВРИЧЕСКОЙ УЛ.,ШПАЛЕРНАЯ УЛ. УГ. ТАВРИЧЕСКОЙ УЛ.,"Шпалерная ул., Таврическая ул.","46,136, 46Б,54,74 ","59.948821,30.377546"
9485,Автобус,Остановка,"ШПАЛЕРНАЯ УЛ., УГ. ПОТЁМКИНСКОЙ УЛ.","ШПАЛЕРНАЯ УЛ., УГ. ПОТЁМКИНСКОЙ УЛ.","Потёмкинская улица, Шпалерная улица","136, 46,54,74 ","59.948594,30.367682"
9486,Автобус,Остановка,"ШПАЛЕРНАЯ УЛ., УГ. ТАВРИЧЕСКОЙ УЛ.","ШПАЛЕРНАЯ УЛ., УГ. ТАВРИЧЕСКОЙ УЛ.","Таврическая ул., Шпалерная ул.","46, 46Б,136 ","59.948453,30.378125"
9487,Автобус,Остановка,"ШУВАЛОВКА,УЛ. МАКАРОВА [210, 359, 200]","ШУВАЛОВКА,УЛ. МАКАРОВА","Санкт-Петербургское шоссе, улица Макарова","200,201,210,359, 0,А-2,200А,К-224,К-224к,К-300,К-329,К-343,К-404,К-420,К-424,К-424А ","59.868210,29.976310"
9488,Автобус,Остановка,"ШУВАЛОВКА,УЛ. МАКАРОВА [210, 359, 200]<","ШУВАЛОВКА,УЛ. МАКАРОВА",Санкт-Петербургское ш.,"200,201,210,359, 0,А-2,200А,К-224,К-224к,К-300,К-329,К-343,К-404,К-420,К-424,К-424А ","59.867486,29.977237"
9489,Автобус,Остановка,ШУВАЛОВСКИЙ ПАРК,ШУВАЛОВСКИЙ ПАРК,"Выборгское ш., Заречная ул.","75,109,109А,109Б,148,173,397,433,435,436,555,567, К-01,104,К-259,К-261,К-433,К-436 ","60.067491,30.296894"
9490,Автобус,Остановка,ШУВАЛОВСКИЙ ПАРК,ШУВАЛОВСКИЙ ПАРК,"Заречная ул., Парковая ул.","167, К-223 ","60.068168,30.298018"
9491,Автобус,Остановка,ШУВАЛОВСКИЙ ПАРК,ШУВАЛОВСКИЙ ПАРК,Заречная ул.Парковая ул.,"167, К-223 ","60.068296,30.297723"
9492,Автобус,Остановка,"ШУВАЛОВСКИЙ ПАРК [435, 555]",ШУВАЛОВСКИЙ ПАРК,"Выборгское ш., Заречная ул.","75,104,109,109А,109Б,173,397,433,435,436,555,567, К-01,148,К-259,К-261,К-433,К-436 ","60.067994,30.295953"
9493,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,"ул. Оптиков, Шуваловский пр.","125,154,172,180,184, 002,154А,154Х,К-166,К-172,199,К-379 ","60.003575,30.195933"
9494,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,"ул. Ново-Никитинская, Шуваловский пр.",171.194,"60.032660,30.253890"
9495,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,"ул. Ново-Никитинская, Шуваловский пр.","171, 002,135,180 ","60.032559,30.253788"
9496,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,"ул. Ново-Никитинская, Шуваловский пр.","171, 002,180,194 ","60.032390,30.254212"
9497,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,"Парашютная улица, Шуваловский проспект","135,171,180,194, 002,9,38,40,127,193,К-367 ","60.032549,30.251115"
9498,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,"Парашютная улица, Шуваловский проспект","135,180,194, 002,38,171,184,193,К-367 ","60.031948,30.251022"
9499,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,проспект Королёва,"135, 002,К-79,К-127,171,К-179,182,184,193 ","60.030707,30.243421"
9500,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,проспект Королёва,"135, 002,К-79,К-127,171,К-179,182,184,193 ","60.029545,30.243806"
9501,Автобус,Остановка,ШУВАЛОВСКИЙ ПР.,ШУВАЛОВСКИЙ ПР.,,"125,154А,172, 002,К-134,К-166,К-172,К-279,К-379 ","59.993830,30.192760"
9502,Автобус,Остановка,ШУВАЛОВСКИЙ ПР. УГ. ПЛАНЕРНОЙ УЛ.,ШУВАЛОВСКИЙ ПР. УГ. ПЛАНЕРНОЙ УЛ.,"Планерная ул., Шуваловский пр.","85,170,182, К-71,79,К-91А,127 ","60.022771,30.221004"
9503,Автобус,Остановка,ШУВАЛОВСКИЙ ПР. ПО КОМЕНДАНТСКОМУ ПР.,ШУВАЛОВСКИЙ ПР. ПО КОМЕНДАНТСКОМУ ПР,"Комендантский проспект, Шуваловский проспект"," К-23,171,182,184 ","60.028269,30.235815"
9504,Автобус,Остановка,ШУВАЛОВСКИЙ ПР. ПОЛИТЕХНИЧЕСКИЙ КОЛЛЕДЖ,ШУВАЛОВСКИЙ ПР. ПОЛИТЕХНИЧЕСКИЙ КОЛЛЕДЖ,"Шуваловский проспект, проспект Авиаконструкторов","79,85,127,170,171,182, 002,К-91,К-91А,К-101,171А,184 ","60.025359,30.229626"
9505,Автобус,Остановка,ШУВАЛОВСКИЙ ПР. ПОЛИТЕХНИЧЕСКИЙ КОЛЛЕДЖ,ШУВАЛОВСКИЙ ПР. УГ. ПР. АВИАКОНСТРУКТОРОВ,"Шуваловский пр., Авиаконструкторов пр.","85,170,182, К-71,79,К-91А,К-101,127 ","60.024951,30.227530"
9506,Автобус,Остановка,ШУВАЛОВСКИЙ ПР. УГ. ПЛАНЕРНОЙ УЛ.,ШУВАЛОВСКИЙ ПР. УГ. ПЛАНЕРНОЙ УЛ.,"Планерная ул., Шуваловский пр.","170, К-71 ","60.021949,30.222176"
9507,Автобус,Остановка,"ШУВАЛОВСКИЙ ПР., 88","ШУВАЛОВСКИЙ ПР., 88",Шуваловский пр,"126, 002,СП004,К-134,154А,К-166,172,К-172,К-279,К-379 ","59.996650,30.192610"
9508,Автобус,Остановка,"ШУВАЛОВСКИЙ ПР., 88","ШУВАЛОВСКИЙ ПР., 88",Шуваловский пр,"125,154А,172, 002,К-134,К-166,К-172,К-279,К-379 ","59.997240,30.193150"
9509,Автобус,Остановка,"ШУВАЛОВСКИЙ ПР., 88","ШУВАЛОВСКИЙ ПР., 88",Шуваловский пр., 154А ,"59.996245,30.192957"
9510,Автобус,Остановка,"ШУВАЛОВСКИЙ ПР.,72","ШУВАЛОВСКИЙ ПР.,72","Шуваловский проспект, Богатырский проспект","125,154,172,180,184","60.006356,30.197895"
9511,Автобус,Остановка,ШУВАЛОВСКИЙ ПРОСПЕКТ,"Шуваловский просп., 63А","Шуваловский проспект, Планерная улица","85,К-101, 182 ","60.022501,30.222702"
9512,Автобус,Остановка,"ШУВАЛОВСКОЕ КЛАДБИЩЕ [435, 555]",ШУВАЛОВСКОЕ КЛАДБИЩЕ,"Выборгское ш., Петровская ул.","75,104,109,109А,109Б,167,173,397,433,435,436,555,567, К-01,80,86,123,148,198,199,К-259,К-261,К-436 ","60.054096,30.309431"
9513,Автобус,Остановка,"ШУВАЛОВСКОЕ КЛАДБИЩЕ [435, 555]<",ШУВАЛОВСКОЕ КЛАДБИЩЕ,"Выборгское ш., Петровская ул.","75,109,109А,109Б,148,167,173,180,397,433,435,436,555,567, К-01,002,75а,80,86,104,123,193,198,К-259 ","60.053699,30.309068"
9514,Автобус,Остановка,"ШУНДОРОВО [482, 482в, 487, 487, 487а]",ШУНДОРОВО,Таллинское ш.,"482,482В,487, 487А ","59.637381,29.602868"
9515,Автобус,Остановка,"ШУНДОРОВО [482, 482в, 487, 487, 487а]<",ШУНДОРОВО,Таллинское ш.,"482,482В,487, 487А ","59.637801,29.605178"
9516,Автобус,Остановка,ШУШАРСКАЯ ДОРОГА,ШУШАРСКАЯ ДОРОГА,,"187, 0,187А,К-299,  ","59.767966,30.348291"
9517,Автобус,Остановка,ШУШАРСКАЯ ДОРОГА,ШУШАРСКАЯ ДОРОГА,Петербургское ш.,"187, 0,34,186,187А,190,К-299,385,  ","59.768640,30.346890"
9518,Автобус,Остановка,ШУШАРСКОЕ КЛАДБИЩЕ,ШУШАРСКОЕ КЛАДБИЩЕ,"Пушкинская улица, Валдайская улица","190,385, К-3,К-418 ","59.802714,30.383842"
9519,Автобус,Остановка,ШУШАРСКОЕ КЛАДБИЩЕ,ШУШАРСКОЕ КЛАДБИЩЕ,"Пушкинская улица, Валдайская улица","190,385, К-3,К-418 ","59.802250,30.381868"
9520,Автобус,Остановка,ШУШАРЫ,ШУШАРЫ,"Витебский пр., Пушкинская ул.","34,179,192, К-3,187,190,К-293А,К-479 ","59.812597,30.380287"
9521,Троллейбус,Остановка,"Шамшева улица (1, 9, 31)",ШАМШЕВА УЛИЦА,"Большой пр. П.С., Ораниенбаумская","1,9,31, 7,10,11 ","59.959500,30.301700"
9522,Автобус,Остановка,Шанцевый пер.,,"Голицынская улица, Шанцевый переулок", К-261 ,"60.107246,30.262929"
9523,Троллейбус,Остановка,"Шепетовская улица (16, 18)",ШЕПЕТОВСКАЯ УЛИЦА,"проспект Металлистов, Шепетовская улица","16, 3,11,18,22,43 ","59.946200,30.420480"
9524,Троллейбус,Остановка,"Шепетовская улица (16, 18)",ШЕПЕТОВСКАЯ УЛИЦА,"проспект Металлистов, Шепетовская улица","16, 3,11,18,22,43 ","59.947150,30.421000"
9525,Трамвай,Остановка,"Шепетовская улица Т (7, 10, 23)",ШЕПЕТОВСКАЯ УЛИЦА,"Среднеохтинский пр., Шепетовская ул.","7,10,23, 30,65 ","59.946853,30.414261"
9526,Трамвай,Остановка,"Шепетовская улица Т (7, 10, 23)",ШЕПЕТОВСКАЯ УЛИЦА,"Среднеохтинский пр., Шепетовская ул.","7,10,23, 30,65 ","59.947753,30.414256"
9527,Троллейбус,Остановка,"Шкиперский проток (10, 11)",ШКИПЕРСКИЙ ПРОТОК,"Наличная, Шкиперский Проток ул.","10,11, 9,10А,11А ","59.933100,30.235300"
9528,Троллейбус,Остановка,"Шкиперский проток (10, 11)",ШКИПЕРСКИЙ ПРОТОК,"Наличная, Шкиперский Проток ул.","10,11, 9,10А,11А ","59.934300,30.235300"
9529,Трамвай,Остановка,"Шкиперский проток T (1, 6)",ШКИПЕРСКИЙ ПРОТОК,"Гаванская улица, Шкиперский проток","6,40, 1,6А ","59.934060,30.238970"
9530,Трамвай,Остановка,"Шкиперский проток T (1, 6)",ШКИПЕРСКИЙ ПРОТОК,"Гаванская, Шкиперский Проток ул.","6,40, 1,6А ","59.933175,30.239628"
9531,Троллейбус,Остановка,Школа,Школа,проспект Авиаконструкторов,12,"60.017374,30.237699"
9532,Троллейбус,Остановка,Школа,Школа,проспект Авиаконструкторов,12,"60.017694,30.238064"
9533,Трамвай,Остановка,"Школа T (18, 47, 55)",ШКОЛА,проспект Авиаконструкторов," 18,47,55,55А ","60.017570,30.237770"
9534,Трамвай,Остановка,"Школа T (18, 47, 55)",ШКОЛА,проспект Авиаконструкторов," 18,47,55,55А ","60.017530,30.238040"
9535,Трамвай,Остановка,Школа Т (60),ШКОЛА,Маршала Казакова,"60, 36,41,56 ","59.859856,30.221664"
9536,Трамвай,Остановка,Школа Т (60),ШКОЛА,Маршала Казакова,"60, 36,41,56 ","59.859792,30.221586"
9537,Трамвай,Остановка,"Шлиссельбургский проспект T (24, 27)",ШЛИССЕЛЬБУРГСКИЙ ПРОСПЕКТ,"Прибрежная, Шлиссельбургский","24,27","59.835656,30.508147"
9538,Трамвай,Остановка,"Шлиссельбургский проспект, 1 T (24, 27)","ШЛИССЕЛЬБУРГСКИЙ ПРОСПЕКТ, 1","Шлиссельбургский проспект, проспект Обуховской Обороны","24,27","59.841690,30.489470"
9539,Трамвай,Остановка,"Шлиссельбургский проспект, 1 T (24, 27)","ШЛИССЕЛЬБУРГСКИЙ ПРОСПЕКТ, 1","Шлиссельбургский проспект, Караваевская улица","24,27","59.841700,30.488850"
9540,Троллейбус,Остановка,"Шоссе Революции (16, 18)",ШОССЕ РЕВОЛЮЦИИ,"проспект Металлистов, шоссе Революции","16, 3,11,18,22,43 ","59.959100,30.422280"
9541,Троллейбус,Остановка,Шоссе Революции (43),ШОССЕ РЕВОЛЮЦИИ,"Революции, Индустриальный","43, 22 ","59.962100,30.459500"
9542,Троллейбус,Остановка,Шоссе Революции (43),ШОССЕ РЕВОЛЮЦИИ,"Революции ш., Металлистов пр.","43, 22 ","59.959513,30.423439"
9543,Троллейбус,Остановка,"Шоссе Революции / проспект Металлистов (16, 18, 43)",ШОССЕ РЕВОЛЮЦИИ / ПРОСПЕКТ МЕТАЛЛИСТОВ,"проспект Металлистов, шоссе Революции","16,43, 3,11,18 ","59.959930,30.422620"
9544,Трамвай,Остановка,"Шоссе Революции Т (23, 30)",ШОССЕ РЕВОЛЮЦИИ,"Среднеохтинский, Революции"," 7,10,23,30 ","59.958983,30.415636"
9545,Трамвай,Остановка,"Шоссе Революции Т (23, 30)",ШОССЕ РЕВОЛЮЦИИ,"Среднеохтинский, Революции"," 7,10,23,30 ","59.959606,30.415519"
9546,Автобус,Временная,"Шоссейная ул., 28","Шоссейная ул., 28","Шоссейная улица, Зелёная улица","К-10А,К-99","60.072890,30.394960"
9547,Автобус,Остановка,Шпалерная ул. уг. Таврической ул.,,"Шпалерная улица, Таврическая улица"," Ц 2,К-76 ","59.948809,30.377701"
9548,Троллейбус,Остановка,Шуваловский пр.,Шуваловский пр.,проспект Королёва,2,"60.029598,30.243676"
9549,Троллейбус,Остановка,Шуваловский пр.,Шуваловский пр.,проспект Королёва,2,"60.030688,30.243558"
9550,Троллейбус,Остановка,Шуваловский пр. (23),ШУВАЛОВСКИЙ ПР.,"Шуваловский проспект, Богатырский проспект",23,"60.007820,30.199110"
9551,Автобус,Временная,"Шуваловский просп., 63А",,"Туристская улица, Мебельная улица", К-279 ,"59.995701,30.207465"
9552,Трамвай,Остановка,Шуваловское кладбище Т (58),ШУВАЛОВСКОЕ КЛАДБИЩЕ,"Выборгское шоссе, Петровская улица","58, 100 ","60.054010,30.309830"
9553,Трамвай,Остановка,Шуваловское кладбище Т (58),ШУВАЛОВСКОЕ КЛАДБИЩЕ,"Выборгское, Петровская","58, 100 ","60.054058,30.309661"
9554,Автобус,Остановка,"ЭЛЕВАТОРНАЯ ПЛ.,2","ЭЛЕВАТОРНАЯ ПЛ.,2",Дорога в Угольную гавань,17,"59.864718,30.233635"
